company_id,penyedia,alamat,kode_pos,situs_web,no_telp,no_fax
428113,PT Sokonindo Automobile,"Jl. Agung Timur IX Blok O1 No.24, Kel. Sunter Jaya, Kec. Tanjung Priok",14270,http://www.dfskmotors.co.id,0216502987,0216511669
428143,PT. Buana Raya Bumi Pertiwi,"Jl. Kali Baru Timur II no : 2, RT: 011 RW: 006, Kel.Bungur, Kec.Senen, Jakarta Pusat",10460,,02122908488,
428169,MEGA AGRO JAYA,PERUM GRIYA PERMATA RAYA BLOK B1 NO.66 RANCAEKEK BANDUNG,40396,www.megaagrojaya.com,022-7943598,022-7796341
428358,CV. Benda Edukatama Sejahtera,Perum Griya Benda Asri 2 Blok BA No. 3 RT.005 RW.007 Desa. Benda Kecamatan Cicurug,43359,,081213623330,
428425,CV. Bulungihit Panggonan Pisan Engineering,Jl.Bahagia Gang Rukun No.167 Titi Rantai Medan Baru,20156,bppengineering.com,-,-
428591,PT Nanobubble Karya Indonesia,"Jalan Puspitek komp. Batan Lama A no. 12 RT 010 RW 006, Setu, Setu, Kota Tangerang Selatan",15314,http://nanobubble.id,081314444216,
428787,KHALID MITRA SEJAHTERA,"JL.RAYA PONCOL NO.28 RT010/001 CIRACAS,JAKTIM",13740,,-,021-22328475
429280,PT.Tri Daya Prima,"Jl Jend A Yani Mutiara Center, Blok B 10 No 02, Margajaya, Bekasi Selatan, Kota Bekasi, Jawa Barat",17144,www.tridayaprima.com,-,02188967053
429316,PT Modern Metropolitan Indonesia,Rukan Grand Aries Niaga Blok E1 No 5P Jl. Taman Meruya Utara Kembangan Kota Administrasi Jakarta Barat DKI Jakarta,14470,-,02129515010,
429618,PT GLOBAL INAYAH ELEKTRINDO,JL. SM MANSYUR GRIYA MUTIARA SIGUNTANG BLOK A RT. 002 RW. 001 KEL. BUKIT LAMA,30139,https://www.gie.co.id,07115557010,
429712,PT.LAB TECHNOLOGI INDONESIA,Jl. Raya Bogor KM 43 Graha Cibinong Blok A1 No.10 Rt 04 Rw 04 Kabupaten Bogor 16917,16918,,-,
429756,PT. Syera Jaya,"Jl. Cipinang Muara No.57 Cipinang Muara, Jatinegara, Jakarta Timur, DKI Jakarta",13420,,02122898688,
429939,PT. Labolytic Periferal Indonesia,Vila Nusa indah 3 KB.8 No. 8 RT. 001 RW. 037,16969,www.labolyticperiferal.com,-,02129572252
430149,Sinergi Indoasia Pasifik,Kindo Square C-2 Jl. Raya Duren Tiga Nomor 101,12760,,0212521365,
430171,Catur Arka Adiwignya,Komp. Sentra Puri Niaga Blok T2 / 18,11610,,58302970,
430203,PT. DUTATEKNOLAYAN ABADITAMA,"Jl. Samanhudi No. 22 E, Pasar baru - Jakarta Pusat",10710,,-,0213813221
430241,SUMBER ANUGERAH ENZI,"Jl. Merak No.41 RT 02 RW 11 Perum Bumi Graha Indah, Jaten, Karanganyar",57771,http://sumberanugerahenzi.com/,081259426987,
430378,PT. Juara Bike,"JL. RAYA SERANG KM 14 NO. 8 RT/RW 004/001, PASIR GUDANG, CIKUPA, TANGERANG - BANTEN",15710,WWW.SELIS.CO.ID,-,021-5960-853
430450,PT VISI TIGA MEDIA,"JL. JAKARTA, NOMOR 36, Kel. Kebonwaru, Kec. Batununggal,
Kota Bandung, Prop. Jawa Barat",40272,,0227230867,
430470,Pena Perbangsa,Dusun Wonoharjo Rt 001 Rw 013 Desa Wonoharjo Kec. Pangandaran,46396,,082219000718,
430784,GABEL GEMILANG INDONESIA,Jl. Pergiwo No 03,52361,,085267659308,
430797,PT.YASARAH KARYA UTAMA,PERUM BUMI MONDOROKO RAYA AD-12A WATUGEDE -SINGOSARI MALANG,65153,,0341-453622,
430827,PT. MEGA GLOBAL FOOD INDUSTRY,"Jl. Raya Tenaru 18, Cangkir, Driyorejo",61177,http://www.kokola.co.id,082120455605,082120455605
430840,PT. JAWARA MERAKI NUSANTARA,JL. RAYA MANYAR NO 69E MENUR PUMPUNGAN,60118,,03159173112,
431068,PT. Sepanjang Pangan Jaya,"Jl.Gajah Mada 05, Ds Kletek, Kec. Taman, Sidoarjo - Jawa Timur",61257,http://www.spjbiscuit.com,0317882519,0317882582
431101,PT. JULIA MULTIMEDIA NUSANTARA,Jl. Raja Moili no. 15 i,94111,https://www.jnetwork.net.id,0451456420,
431104,PT Adnet Media Indonesia,"MTEN BUILDING LT.12, JL. KAPTEN TENDEAN BLOK C NO. 20, KUNINGAN BARAT, MAMPANG PRAPATAN, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA 12710",12710,http://www.admedia.net.id/,0215276766,
431159,CV. PILAR CIPTA INFOTAMA,"Jl. Gunung Tugel Gg. Gotong Royong No. 14.
Kel. Karangklesem. Kec. Purwokerto Selatan",53144,,082243382811,
431267,Arion Indonesia,Jl. Ikan Lodan No.129,65142,https://tokovideotron.com,0341478773,
431308,PT Nusantara Citra Terpadu,"Ruko Asia Tropis Blok AT 17 No.6, Jalan Raya Boulevard Harapan Indah, Bekasi",17131,www.nctcargo.co.id,021 - 88381556,-
431399,PT.SOLUSINDO BASIS TEKNOLOGI,RUKO BANIARA NO.5 JL BHAYANGKARA NO.9 KEL SUMUR PECUNG,42118,www.sobat.asia,02547921039,-
431437,Jaringan Prima Data Nusantara,Jl. Alam Gaya No 42 BTN II,35135,,0721773106,
431470,WIJAYA BAKTI TANIMBAR,"Jl. Sawah Baru, No.17, RT/RW. 004/009, Sukapada, Cibeunying Kidul",40124,,08157130190,
431611,PT. Kediri Trans Java,Jl. tinalan No. 10 B,64132,www.kediritrans.net,-03544674985,03544674985
431768,CV.AMARAS PUTRA SEJATI,"JL. DEWI SARTIKA NO.357 CAWANG,KRAMAT JATI",13630,http://www.amarasprima.com,021-80871209,021-80871209
431874,Vadco Prosper Mega,"Parakan Muncang Km.9 No:79 RT.004, RW.002, Haurngombong, Pamulihan",45365,,-,
431961,cv alzika rakasa,Jalan Otto Iskandardinata No. 277 RT 004/ RW 002 Kel. Balong Gede Kec. Regol,40251,,022 4219059,022 4219059
432199,PT. ELKA SOLUTION NUSANTARA,Apartemen neo Soho Residence 1606,11470,,081133361098,
432262,PT. Padma Buana Sukses,"Jl. Pondok Indah No. 5 Kel Ubung, Denpasar Utara, Denpasar, Bali",80116,-,-,0361 - 411082
432390,ASIA CENTRAL TELEMATIKA,"Gedung Grand Slipi Tower Lt. 9 Unit O, CHR Office, Jalan Letjend S. Parman, Kav 22-24, Palmerah",11480,http://act.net.id/,02139710140,
432415,CV. Globalindo Garment Industries,"Kp. Rajadesa No. 50, RT.003 / RW.004 Desa Cipaku Kec. Paseh Kab. Bandung",40383,,0811234062,
432514,PT Dwimitra Mandiri Sampurno,"Ruko Bukit Gading Mediterania Blok A no 01, Kelapa Gading Barat",14240,http://www.dwimitramandiri.com,0216500306,0216500306
432567,PT. PRIMA KANCING GALIH,Jalan Dewarawati No. 23,80351,,081338039318,
432630,Mandalatama Armada Motor,JL. Gajahmada 142 A,50135,,024-3517555,024-3517555
432833,PT. INTERLINK TECHNOLOGY,"Gedung Cyber Lt 10 Jl. Kuningan Barat No. 8, Kelurahan Kuningan Barat, Kec. Mampang Prapatan",12710,www.interlink.net.id,021-5276766,021-5260502
432881,PT. Tujuh Teknologi Digital,"GEDUNG GRAHA PENA LANTAI 1 RUANG 111-117, JALAN RAYA KBY.LAMA NOMOR 12, desa / kelurahan Grogol Utara, Kec. Kebayoran lama",12210,http://www.7tech.id,081999732666,
433007,PT Sentral Sukses Perkasa,"Ruko Taman Pulo Indah Blok M, No.33",13940,,0214808685,
433146,AG MEBELINDO,JL. TERBOYO INDUSTRI III/3 KAW. TERBOYO MEGAH,50111,,02476452516,
433304,BINA SARANAHUSADA MEDIKA,jl. ubi VII no. 3,60244,,-,(031) 8471287
433633,JATI PERKASA MANDIRI,Jl. Raya Situ Gede CN. 27 Rawa Jaha Bogor Barat,16115,,-,02518620436
433650,ZEUS INNOVATION TECHNOLOGY,"Gedung Wisma Monex, Jl. Asia Afrika 133-137",,,0227274550,
433848,PT. WISTEL TEKNOLOGI SOLUSI,Jl. Raya Labuan KM.4 Rt.002 Rw. 004 Saruni Kec. Majasari,,,085104535002,
434226,CV. WIRATAMA SURYA PACIFIK,JL. KH. THOHIR SHOLEH NO. 232,61262,,-,
434609,CV. D WAP RAYA,"Jl. Benur RT.02/07 Kel. Tegalkamulyan Cilacap Selatan, Cilacap",53212,,-,-
434654,PT. PRISAI MEGATAMA PERKASA,"Jl. Utan Jati Blok 7B No 12 A, Kel. Kalideres, Kec. Kalideres,
Kota Adm. Jakarta Barat, Prov. DKI Jakarta",11840,,02147864664,
434842,PT BINA INFORMATIKA SOLUSINDO,Gedung Wisma Bumiputera Latai 7 Suite 701B,40112,,02230501300,
435212,PT Dewata Solusi Tehnologi,Jl Padanjakaya BTN Pengawu Indah Blok D No.3,94329,http://www.dewata.net.id,0451-8442121,
435477,PT. TRI PUTRA ARAY AXELA,JL Raya Poncol NO. 28 RT. 010 RW. 001 Kel. Ciracas Kec.Ciracas - Jakarta Timur,13740,-,081237775751,02122328475
435877,CV. BAUREXSA GARDA PERSADA,Dusun Kademangan RT. 013 RW. 005 Desa Jemirahan Kec. Jabon Kab. Sidoarjo,61276,,082244375040,
436129,Garda Solusi Multi Teknika,Wonorejo Selatan 3A/94B Rungkut Kota Surabaya,61384,http://gardateknika.com,0317508490,
436143,PT GLOBAL LINTAS TRANSINDO,"Jl. Mundu Pesisir 54A, Mundu Pesisir, Mundu",45173,,0231-510046,
436488,PT Satria Anugrah Bersama,"Jalan Raya Kota Harapan Indah, Ruko Arana Blok IX3 No.10, Setia Asih, Taruma Jaya, Kabupaten Bekasi",17215,www.sab.co.id,02189443854,
436598,CV. INTI SURYA PERSADA,"Graha Aliyah, Jl. Dewi Sartika No. 17, Kel. Cililitan, Kec. Kramat Jati, Jakarta Timur",13510,,8581516 & 80874533,021-8569743
436723,CV GUDANG SOLUSI,"JL. PAL PUTIH NO.193A RT.001 RW.002 KEL. KRAMAT, KEC SENEN, JAKARTA PUSAT, DKI JAKARTA, 10450",10450,www.dekoku.com,021-23951673,021-23951673
436841,PT Sinar Abipraya Voyage,"Jl. Niaga Raya, Capitol Kav 1A-1B, Kel. Mekarmukti, Kec. Cikarang Utara, Kab. Bekasi",17530,https://sinarabipraya.co.id,02125034405,
436952,PT. Simplay Abyakta Mediatek,"Jalan Raya Pondok Gede No 81 B,  Kel. Lubang Buaya, Kec Cipayung",13810,https://simplay.co.id/,02122097542,
437206,PT. Bunga Tara Konstruksi,Jl. Terusan I Gusti Ngurah Rai No 18 Pondok Kopi – Jakarta Timur,13460,,02128535519,
437922,PT. Astha Inti Raya,"STC Senayan Lt.2 Ruang 35, jl Asia Afrika Pintu IX Gelora Tanah Abang",,,087788668880,
438049,PT.Abiam Global Teknologi,"WTC MANGGA DUA LANTAI 3A BLOK C NO38-42, JL.MANGGA DUA RAYA NO.8 ANCOL PADEMANGAN JAKARTA UTARA",14430,www.agtech.co.id,02156971181,-
438086,PT MAKMUR EMAS GEMILAU,Jalan suryo pranoto no. 2 E/32. Rt 004. Rw 008. Petojo utara. Gambir. Jakarta pusat,10130,www.sinisajah.id,081252612345,021-5958 7995
438302,CV TAPPI KOMPUTER,Gedung Computercity Kavling A1 Jalan Pengayoman No 27,90213,,0811444740,
438333,CV FIANKA SUKSES JAYA,JLN SETIABUDHI NO 17,28141,,085265463083,
439157,CV Sarana Mukti Jaya,Jl. Gunung Talang no 48,50235,-,-,-
439461,INDONUSA BERKAH UTAMA,WONOREJO SELATAN BLOK IIIA NO 94B,60296,,-,0318702242
439671,PT. ANDAL TUNGGAL ABADI,WISMA IWI LANTAI 7 JL. ARJUNA SELATAN KAV 75 RT.002 RW. 012 KEBON JERUK JAKARTA BARAT,saidtada,-,085770930724,-
439687,PT NADI MITRA SEJAHTERA,Komplek Ruko CBD Betos Blok D 06 Jl. Cut Meutia Margahayu Bekasi Timur,17113,,082111276777,
439707,PT KREASI INTIDATA SELARAS,"Grand Slipi Tower, Level 42 G - H, Jl. Letnan Jenderal S. Parman Kav. 22-24, Kel. Palmerah, Kec. Palmerah",11480,www.raids.co.id,02129490476,
439845,PT DINAMIKA JAYA MANUNGGAL,"NIffaro Park, ITS Tower, Lt. 6 Unit 10, Jl. Pasar Minggu Raya No. 18 RT. 01/01 Pejaten Timur Pasar Minggu Jakarta Selatan",16418,,"02182724111, 081382433586",
440050,PT. Harrisma Buwana Jaya,Jl. C. Simanjuntak 33/37 Yogyakarta,55223,www.harrisma.com,0274-520200,0274-589231
440139,MEDIKALAB INDO JAYA,"GRAHA MUKTI UTAMA NO. 1A, KEL. TLOGOMULYO, KEC. PEDURUNGAN",,,082226619133,
440621,MAKMUR MEKAR PERKASA,"KOMP PERMATA BIRU BLOK H2 NO 25, RT 005 RW 027 KEL CINUNUK KEC CILEUNYI",40624,,081221388842,
440769,ANDROMEDA,Perumahan Tlogo Permai M/3,66171,,-,
440933,PT. SAKURA JAYA SOLUSI,Jl. Bunga Sakura Raya Blok J4 No. 8A - Jati Asih,17423,http://sakurajayasolusi.com,02182438680,02182441694
441326,CV. MAKMUR JAYA ABADI,JL. JEND. SUDIRMAN 168 A KUDUS,59311,www.makmurjayaabadi.com,-,"(0291)431844,4244168"
441369,PT WELINDO NAYARA INDONESIA,"Gedung City Tower, Jln MH Thamrin No 81 Jakarta Pusat,",10310,,02127899765,
441467,CV. INVORSYS SOLUTION,"Jl. Lampanah Sentosa, No 6 GP. Emperom",23236,http://www.invorsyssolution.co.id,-,
441572,PT Graha Dua Alpha,"Graha Findo Jl. Gandaria Tengah III
No. 21, Kel. Kramat Pela,
Kec. Kebayoran Baru, Jakarta Selatan,
DKI Jakarta",12130,,0217208667,
441674,PT. SARANALAB MANDIRI ANALITIKA,"GRAND GALAXY CITY, RUKAN ROSE GARDEN BLOK RRG2 NO.61, JAKASETIA",17147,www.saranalaboratorium.com,081311109112,02182736963
442029,cv.armund sanolo,"ruko mutiara taman palem blok a18. no 30 jl. lingkar luar barat. rt.007/rw.014 cengkareng timur ,cengkareng",11730,,081388665304,
442127,cv lima althaf,"Dusun Krajan RT.4/RW.5 Desa Benculuk,Kecamatan Cluring,Kabupaten Banyuwangi",68482,https://www.instagram.com/Lima_Althaf/,08819820401,
442161,New Star Fajarindo,"Kenaran, RT 04, RW 34, Sumberharjo, Prambanan",55572,,085729111194,
442185,cv. melati,YKP PANDUGO II BLOK Q /2 SURABAYA,60297,,0318722268,0318722268
442949,CV Anugerah Emas,Jl. Candi Prambanan VIII Kav 513,50183,,087832266708,
442997,CV Naufalindo Sci,Gg Bayu No. 14 Mrican RT 13 RW 05 Caturtunggal Depok Sleman,55281,,-,0274 548181
443078,PT. NOVALINDO JAYA UTAMA,Jln. Tanjung Pinang Wisma Indah IV N1 No 4 RT/001 RW/016 Surau Gadang Nanggalo,25146,,-,0751 4640588
443249,langgeng kencana asri,Jl. Danau Indah Barat Blok A1/1 Sunter Jaya Jakarta Utara,14360,-,081283117121,-
443475,Nathania Furniture,"Jl Tunggul Ametung No 179, Candirenggo Singosari",65153,http://www.siantanofurniture.com,0341454800,
443863,IJII,Jl. Raya Baturraden Km 07 RT 003 RW 002 Desa Pandak Kec Baturraden,53121,-,0281 627946,-
444006,PT. TELAGA KAUTSAR BIOSURGERY,"GADING FAJAR 1 BLOK B NO.03, SIWALANPANJI, KEC. BUDURAN, SIDOARJO",61252,-,03199033656,
444617,PT. TIGA PERDANA SUKSES,"Mangga Dua Square, Lt.2 Blok B No. 18 & 18B, Jl. Gn. Sahari No.1, RW.6, Ancol, Kec. Pademangan",14420,,02126072209,
444913,PT SATRIA PIRANTI PERKASA,"JL. YOS SUDARSO KAV. 48 BLOK E 7 RT 009 RW 011 SUNGAI BAMBU, TANJUNG PRIOK",14330,http://satriapiranti.co.id,02150116028,02150116029
445107,PT. INOVASI CIPTA SELARAS,"Beltway Office Park, Tower B, Lt 5, Jl TB Simatupang No 41, Ragunan, Pasar Minggu, Jakarta Selatan",12560,www.inovasigroups.com,-,021 2297 5347
445190,PT. ROYAL SAMUDERA MANDIRI,Jl. T. Amir Hamzah Gg. Bakti Luhur LK. V Rt. 000 Rw. 000,-,-,06188741200,
445283,PT Indovickers Furnitama,Jl Cipinang Muara II no 29,13470,www.indovickers.com,0218626385,0218616165
445285,PT. KARYA MENTARI SERAYA,"DIPO Business Center, Lantai 6, Jl. Jend. Gatot Subroto Kav. 51-52",10260,www.vivente.co.id,-,021-53690539
445292,PT.ALEXIS CIPTA FURNITAMA,"JL.INSPEKSI KALIMALANG-CIBITUNG (TOLL JAKARTA-CIKAMPEK KM.22)CIBITUNG,BEKASI-JAWA BARAT",-,-,021-88391139,021-88391139
445392,PT PRABA UPASAMA JAYA,"WATUKARUNG RT. 002 RW. 001 MARGOAGUNG, SEYEGAN, SLEMAN, D.I YOGYAKARTA",55561,,(0274) 2886627,
445413,CV. ADDE JAYA,Jl. Kemakmuran Komplek BPD No.32 Samarinda,75117,,-,0541-734767
445487,Blotan Asian Art,"Jl. Anggrek, Blotan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",55584,www.blotanasian.com,08121570776,-
445527,TRANS ARMADA INDONESIA,"Gading Kirana Blok F 10 No. 1, Jl. Gading Kirana Utara Rt. 011 RW. 008, Kelapa Gading Barat",14240,http://autotranzcarrental.com,-,021-45877264
445581,MULTI BERKAH SOLUSI,"SOEKARNO-HATTA B3 / 06 , RT 001 RW 006, KELURAHAN BOROKULON, KECAMATAN, BANYUURIP, PURWOREJO, JAWA TENGAH",54171,http://multiberkahsolusi.com,02757530449,
445632,PT MRA TRADING CORP,"Adhya Building Tower Lantai 3, Komplek Permata Niaga Blok A No. 1, Jl. Jendral Sudirman, Kelurahan Sukajadi, Kecamatan Batam Kota, Kota Batam",29444,-,0778-4888000,
445650,CV. Virqo Jannata Najiya,Permata ngijo C12 Ngijo Gunung pati,50228,,081329519601,
445746,CV. ZIE,KOMP. GRIYA CEMPAKA ARUM BLOK M.9 NO. 70 KOTA BANDUNG,,,-,
445944,CV LINE,"JL Polowijen II No. 331 RT 4 RW 3 Polowijen, Blimbing",65126,,03414372318,
445953,PT Eterno System Indonesia,"Gedung Perkantoran Graha SA Lt 5. BC 502 JI. Raya Gubeng
No.19-21 , Kel. Gubeng, Kec. Gubeng, Kota Surabaya, Prov.
Jawa Timur",60281,,081217878313,
446206,PT.BROMO PHARINDO,Jl. Ciledug Raya No.2 Ulujami Pesanggraharan,12250,,-,021-7340319
446212,PT. KARYA JAYA MANDIRI MEGAH PRAKOSO,GRIYA BUKIT JAYA BLOK O.4 / 44 RT. 001 RW. 031 TLAJUNG UDIK GUNUNG PUTRI BOGOR JAWA BARAT,16962,http://kajamafire.co.id,02186864099,0218674857
446333,PT.  JOLO SUTRO KENCONO,"Jalan Kedungdoro 36-46/B-4, Kel. Kedungdoro, Kec. Tegalsari, Kota Surabaya, Prov. Jawa Timur",60261,,0818590888,-
446454,PT. Go Rental,JL. KL.Yos Sudarso Kom. L No. 5,20115,-,061-6645745,061-6645749
446458,PT KIRANA TEKNIK SOLUSI,"JALAN GUNUNG SAHARI RAYA 73C NO.12 , Kel. Gunung Sahari Selatan, Kec. Kemayoran, Kota Adm. Jakarta Pusat, Prov. DKI Jakarta",10610,https://www.peralatan.id/,0214229555,
446491,CV SHAYZA TEKNIK UTAMA,"Dusun Jungkar, RT.004 RW.003 Sukolilo Barat Kabupaten Bangkalan",69119,,081387900026,
446499,PT. ANDARAN INTI PRIMA,"Jakarta Garden City, Rukan Avenue Blok C8 
No. 53
Cakung Jakarta Timur",13919,,0214603029,0214603029
446682,PT PRIMA KUSUMA RAYA,JL. PRAMUKA RAYA KAV.72 RAWASARI CEMPAKA PUTIH,10570,-,021-4220709,021-4213748
446734,CV. SUMBER ILMU,"Karang rt.45 rw. 23, Gerbosari, Samigaluh, Kulon Progo",55673,,-,
446917,CV.Laurisa Karya Sejati,jl. kwitang raya no. 30 pav rt.001 rw. 004 kwitang senen jakarta pusat dki jakarta,10420,,-,021-31933103
446932,PT. GRIYA FORTUNA INTERNASIONAL,Kebayoran Arcade 5 Jl. Boulevard Bintaro Jaya Ruko Kebayoran Arcade No.6,,,0217255630,
446962,MUKA WANI,Jl. Pasir impun Gg karang balita III No. 199,40194,,081296805340,
447127,CV TRI FAEYZA MANDIRI,KOMPLEK PERUM PESONA ANGGREK BLOK B9 NO 36 RT/RW  010/027 KEL. HARAPAN JAYA KEC. BEKASI UTARA KOTA BEKASI,17124,,02129489789,02129489789
447361,CV. AMIH SARI,Perum istana candi mas regency G2/28 Ngampelsari Candi Sidoarjo,61271,-,08121676751,-
447376,CV BERSAMA OBOR MANDIRI,Kp Pulomurub RT 006 RW 003,17620,,021-48702621,
447658,PT KEISAL GEMILANG PRATAMA,Jl. Bantar No 42 C RT 02 RW 07 Kel. Argasari Kec. Cihideung,46122,,08118182939,
447722,PT. Global Sedaya Mandiri,"Nifarro Park, ITS Tower, Jl. Raya Pasar Minggu No.18, RT.1/RW.1, Pejaten Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",12510,-,089686233361,-
448134,PT. Millenial Sejahtera Indonesia,Jalan Boulevard Raya Serpong Natura City Blok NU/218 Pengasinan Gunung Sindur Bogor,16340,http://www.smkbisa.co.id,085163630006,
448408,PT. BUMI LINTANG TEHNIK,Ruko Mutiara Taman Palem Blok C10 Cengkareng,11730,,021-29430810,021-54353625
448450,PT. Union Citra Sukses Mandiri,Jl. Daan Mogot II Ruko Golden Ville No.88 CC,11510,,-,(021)5683277
448453,CV ABADI SENTOSA,"Pesona Anggrek Harapan Blok B9 No 20, Harapan Jaya, Bekasi Utara",17124,,021 88892514,021 29283789
448501,PT.Optima Bahagia,Gedung Pusat Komputer Harco Mangga Dua Lt.3 No.67-68 Jakarta,10730,,021-22682159,
448571,PT Sanata System,"Jalan Kusuma Bangsa II No. 11 Desa Pemecutan Kaja, Desa/Kelurahan
Pemecutan Kaja, Kec. Denpasar Utara, Kota Denpasar, Provinsi Bali",80118,www.sanatasystem.com,0361247040,-
448710,PT. GEOSYS INFRADATA,"Signature Park Grande, Jalan Letjen MT Haryono Kavling 20, Desa /Kel Cawang, Kec. Kramat Jati Jakarta Timur, DKI Jakarta. Kode Pos 13630",10220,www.geoinfra.co.id,-,(021)57942992
449153,PT. Rajawali Tata Nusantara,"Twenty One Building Blok B1, Jl. Prof Dr. Moest Mojo, Gubeng",-,-,085851213366,
449295,Birma Gemilang Prima,"Jamas Building lt 5
JlL Kebon bawang VII No: 9 Rt 003 Rw 006
Kebon Bawang Tanjung Priok",14320,http://www.birmagp.com,02143932713,
449530,PT.DUTA ADYAKSA PRATAMA,JL. WARUNG JAUD TERONDOL LEBAK INDAH BLOK B IIINO. 168,,,0254381160,
449573,PT TECS GLOBAL SINERGI INDONESIA,RUKAN ROSE GARDEN BLOK RRG 1 NO 12 GRAND GALAXY CITY KEL. JAKASETIA,17147,,-,
449733,PT MAHAMERU JAYA PRIMA,SWADARMA BISNIS CENTER JL SWADARMA RAYA NO 95D RT 007 RW 003,11630,https://mahamerujayaprima.business.site/,02121260058,
450335,PT Abadi Kesling Indoneisa,"C99 Business Park 9H, Jl. Binamarga, Kelurahan Ceger Kecamatan Cipayung Kota Administrasi Jakarta Timur DKI Jakarta",13570,http://abadikesling.com,021 2281 9643,02122878471
450710,BORONG PERSADA,"RUKO MONROE GROVE NO. 71, JALAN RAYA KAHURIPAN NIRWANA",61228,http://www.broronglo.id,081375057333,
451060,PARTNERINDO MITRA SEJATI,"METROPOLIS TOWN SQUARE BLOK GM 1 NO. 12, JALAN HARTONO RAYA, KEL. KELAPA INDAH, KEC. TANGERANG",15117,,02155870312,
451306,CV. ALAM SINAR ANUGRAH,Dusun II Kel. Unte Mungkur II Kec.Kolang,,,082362645162,
451346,PT ALPHA NUSA INTERNATIONAL,Jl. Sanggar Kencana XXV Nomor 11A,40286,,022708556,
451486,PT. PRISMA EDU PRADANA,"Jl. Cikuda, Raya Jatinangor Km 21 - Jatinangor",45363,,022.87706036,
451527,PT. CAKRA MITRA ANDALAN,"Rukan Taman Surya 5 Blok DD2 No. 11, Pegadungan - Kalideres, Jakarta Barat",11830,,-,021 - 54390350
451718,CV. MEGAWANAINTI,Jl. Raya Palasari - ujung jaya km.4 no.27,45383,,-,(0233) 662432
451791,PT. PUTRA PENDAWA SADAPAINGAN,"KOMP GRAHA PELANGI NO 11
RT 007/010, BALEENDAH, KAB. BANDUNG, JAWA BARAT",,,02285938409,
451812,Startup Andalan Garuda Teknologi,"18 Office Park Building, 12th Floor Unit A & H, Jalan TB Simatupang Kaveling 18, Desa/Kelurahan Kebagusan, Kec. Pasar Minggu",12520,,02131118055,
452266,PT. Karya Abadi Solusindo,"JL. KH. Hasyim Ashari No. 29 - 29A Lt. 2, Petojo Utara",10120,www.karyaabadisolusindo.com,-,021-3806174
452536,CV BERKAT ANUGRAH,"Dusun Rejosari, Desa Rejoagung, Kecamatan Ngoro, Kabupaten Jombang",61473,,081328093297,
452817,PT. ELECTRA,RUKO GRIYA PERMATA GEDANGAN III BLOK N1/23 SIDOARJO,61254,http://www.facebook.com/electra.pt,031 8552871,031 8552872
452852,mabel solusi mandiri,Jl. Raden Rangga Kencana no.53,40237,https://mabel.co.id/,081387873874,
453003,PT. GEOTECH INNOVATION SOLUTION,JL.ARIF RAHMAN HAKIM NO.6 PACUL,62114,http://www.geotitis.com,085813128138,
453445,PT. MITRA SOLUSI INFOKOM,"Grand Slipi Tower Lt.41, Jl. S.Parman Kav.22-24",11480,www.msinfokom.com,-,021 29022309
453686,PT.Ambulance Pintar Indonesia,Jl. Ujung Harapan no.13 Bahagia-Babelan,,www.ambulance-pintar.com,081510000185,
453746,PT Mitra Batavia Semesta,"Kampung Banjaran Pucung Nomor 171, Desa/Kelurahan Cilangkap Kec. Tapos Kota Depok",16458,www.mitrabatavia.com,02183717846,02183717846
453793,CV. NEW BORNEO MANDIRI,Ruko bukit gading mediterania Blok A,14240,http://newborneomandiri.com,02165300632,02165300632
454276,PT Issyam Maju Bersama,"PUP Sektor V Blok F.7 No.43A, RT/RW :  006/023, Kel. Bahagia Kec. Babelan",,,082260383677,
454468,PT.Shibte Prakarsa Energi,KP.ciketing selatan RT 003 RW 006 Kel.Ciketing udik Kec.Bantar Gebang,17153,http://www.mahakaryajaya.com,0618364466,06182219556
454645,PT Laporanku Usaha Indonesia,"Kenyongan Kidul RT 005 RW 000 Sabdodadi, Bantul , DIY",55715,https://laporanku.co.id,622742813439,
454750,CV.Mandiri Utama,Mandiri Utama,40376,,-,02285874665
454790,PT. Trisolah Suvarna Indonesia,Jl. Tuasan No. 27 A,20222,,082136467869,-
454817,PT. SANGGAR KARYA,JL. KOPO NO.336A RT.005 RW.005 BOJONG LOA KALER KOTA BANDUNG JAWA BARAT,40233,,-,022-6017475
455131,PT SYNERGI ABDI PRATAMA,PERUM ROYAL RESIDEN BLOK E NO 20,57645,,81328196524,
455145,CV.AGHA KARYA,Jl.Karya Komp.Zamrud Karya Blok B No.5,78381,,0811576061,
455463,CV Fortuna,Komplek Puri Cipageran Indah 1 Blok F No.12,40511,-,022-70460803,022-6641319
455595,PT. KURNIAJAYA MUKTISENTOSA,JL. Garuda No. 73 G,10610,www.kurniajaya.com,- 021 424 4777,021 4201058
455701,CV. MULTI SOLUSINDO,JL. PLOSO NO. 10 RT.002/001 KELET KEC. KELING,59454,www.multisolusindo.co.id,082327104448,-
456089,CV. KAMILA MANDIRI,JL. IMAM BONJOL NO. 10 R.01/02 KEL. CIBEBER CILEGON,,,087774518126,
